id,purchaseOrderNumber,companyId,userId,orderType,trackingNumber,dateReceived,shippedVia,comment,createdAt,updatedAt
1537,EO-8513,1648,8,,,2021-04-23T14:03:23.868,,9410808205497101944158,2021-04-23T14:03:23.868,2021-04-23T14:03:23.868
1538,EO-8512,1648,8,,,2021-04-23T14:03:32.404,,9410808205497101944158,2021-04-23T14:03:32.404,2021-04-23T14:03:32.404
1539,EO-8511,1648,8,,,2021-04-23T14:03:43.555,,9410808205497101944158,2021-04-23T14:03:43.555,2021-04-23T14:03:43.555
1540,EO-8525,1390,8,,,2021-04-23T14:37:15.932,,,2021-04-23T14:37:15.932,2021-04-23T14:37:15.932
1542,EO-8515,1649,8,,,2021-04-26T12:09:58.486,,972129826258,2021-04-26T12:09:58.486,2021-04-26T12:09:58.486
1543,EO-8509,1650,8,,,2021-04-26T14:02:10.067,,9402108205497101008074,2021-04-26T14:02:10.067,2021-04-26T14:02:10.067
1544,TRK:773536118920,1398,8,,,2021-04-26T14:03:03.312,,,2021-04-26T14:03:03.312,2021-04-26T14:03:03.312
1545,EO-8510 | FG 7862 5275 0641,1651,10,,,2021-04-26T15:00:45.125,,physical damage Proc 1 Dimm 8,2021-04-26T15:00:45.125,2021-04-26T15:00:45.125
1548,EO-8503,1496,8,,,2021-04-27T12:26:42.564,,not Checked Trk: 786215162714,2021-04-27T12:26:42.564,2021-04-27T12:26:42.564
1549,Ko-0326,1487,8,,,2021-04-27T12:27:17.843,,,2021-04-27T12:27:17.843,2021-04-27T12:27:17.843
1550,EO-8520,1652,8,,,2021-04-27T12:28:01.137,,1Z6711730395017091,2021-04-27T12:28:01.137,2021-04-27T12:28:01.137
1551,EO-8505,1595,8,,,2021-04-28T09:21:37.264,,,2021-04-28T09:21:37.264,2021-04-28T09:21:37.264
1552,Trk-773545097934 eo-8530,1595,8,,,2021-04-28T09:22:08.525,,,2021-04-28T09:22:08.525,2021-04-28T09:22:08.525
1553,EO-8464,1388,8,,,2021-04-28T10:19:36.335,,,2021-04-28T10:19:36.335,2021-04-28T10:19:36.335
1554,EO-8475,1388,8,,,2021-04-28T10:19:54.934,,,2021-04-28T10:19:54.934,2021-04-28T10:19:54.934
1559,EO-8442,1388,8,,,2021-04-28T10:25:08.153,,,2021-04-28T10:25:08.153,2021-04-28T10:25:08.153
1561,EO-8446,1388,8,,,2021-04-28T10:26:56.005,,,2021-04-28T10:26:56.005,2021-04-28T10:26:56.005
1563,EO-8460,1388,8,,,2021-04-28T10:28:57.008,,,2021-04-28T10:28:57.008,2021-04-28T10:28:57.008
1564,EO-8428,1388,8,,,2021-04-28T10:30:33.523,,,2021-04-28T10:30:33.523,2021-04-28T10:30:33.523
1572,EO-8522 TRK 786290692337,1653,10,,,2021-04-28T13:39:56.609,,,2021-04-28T13:39:56.609,2021-04-28T13:39:56.609
1573,EO-8479,1654,8,,,2021-04-28T13:42:33.835,,785990931575,2021-04-28T13:42:33.835,2021-04-28T13:42:33.835
1574,EO-8488,1457,10,,,2021-04-28T14:29:49.213,,,2021-04-28T14:29:49.213,2021-04-28T14:29:49.213
1577,EO-8406,37,8,,,2021-04-28T17:12:02.196,,,2021-04-28T17:12:02.196,2021-04-28T17:12:02.196
1578,RMA-14493,1388,8,,,2021-04-29T09:44:42.160,,Returned by channel-C,2021-04-29T09:44:42.160,2021-04-29T09:44:42.160
1579,EO-8496,1362,10,,,2021-04-29T11:16:46.241,,,2021-04-29T11:16:46.241,2021-04-29T11:16:46.241
1581,EO-8537 TRK# 786316620846,1655,10,,,2021-04-29T12:02:13.637,,,2021-04-29T12:02:13.637,2021-04-29T12:02:13.637
1583,EO-8523,1362,10,,,2021-04-29T16:13:14.539,,,2021-04-29T16:13:14.539,2021-04-29T16:13:14.539
1585,Eo-8489,1362,8,,,2021-04-30T12:38:43.944,,,2021-04-30T12:38:43.944,2021-04-30T12:38:43.944
1592,EO-8535,1366,8,,,2021-04-30T14:48:27.039,,,2021-04-30T14:48:27.039,2021-04-30T14:48:27.039
1593,EO-8516,1656,8,,,2021-04-30T15:58:42.999,,786263631136,2021-04-30T15:58:42.999,2021-04-30T15:58:42.999
1595,RMA 14572,90,8,,,2021-04-30T16:08:06.653,,,2021-04-30T16:08:06.653,2021-04-30T16:08:06.653
1596,EO-8544,1657,10,,,2021-04-30T17:55:24.092,,,2021-04-30T17:55:24.092,2021-04-30T17:55:24.092
1605,EO-8545,1659,8,,,2021-05-03T15:31:36.247,,786609646382,2021-05-03T15:31:36.247,2021-05-03T15:31:36.247
1606,EO-8543,1660,8,,,2021-05-03T15:32:16.653,,786562815940,2021-05-03T15:32:16.653,2021-05-03T15:32:16.653
1607,EO-8546,1661,8,,,2021-05-04T09:08:47.115,,9400108205497131466709,2021-05-04T09:08:47.115,2021-05-04T09:08:47.115
1608,EO-8476,92,10,,,2021-05-04T13:17:35.449,,,2021-05-04T13:17:35.449,2021-05-04T13:17:35.449
1611,EO-8551,1478,8,,,2021-05-05T15:18:56.881,,9410808205496672916526,2021-05-05T15:18:56.881,2021-05-05T15:18:56.881
1612,EO-8550,1662,8,,,2021-05-05T15:21:44.306,,9410808205496676152517,2021-05-05T15:21:44.306,2021-05-05T15:21:44.306
1615,EO-8552,1663,10,,,2021-05-06T10:58:49.979,,,2021-05-06T10:58:49.979,2021-05-06T10:58:49.979
1633,EO-8534,1362,10,,,2021-05-06T14:55:21.029,,,2021-05-06T14:55:21.029,2021-05-06T14:55:21.029
1634,EO-8548,1665,8,,,2021-05-06T14:58:18.777,,9400108205496666371137,2021-05-06T14:58:18.777,2021-05-06T14:58:18.777
1635,RMA# 14653,1450,10,,,2021-05-06T15:48:18.251,,DOA,2021-05-06T15:48:18.251,2021-05-06T15:48:18.251
1636,EO-8553,1595,8,,,2021-05-07T13:33:19.116,,,2021-05-07T13:33:19.116,2021-05-07T13:33:19.116
1637,EO-8518,1388,8,,,2021-05-10T08:55:53.169,,,2021-05-10T08:55:53.169,2021-05-10T08:55:53.169
1639,EO-8519,1388,8,,,2021-05-10T08:57:38.923,,,2021-05-10T08:57:38.923,2021-05-10T08:57:38.923
1640,EO-8532,1388,8,,,2021-05-10T08:58:09.026,,,2021-05-10T08:58:09.026,2021-05-10T08:58:09.026
1641,639252974,1433,8,,,2021-05-10T09:23:52.635,,,2021-05-10T09:23:52.635,2021-05-10T09:23:52.635
1642,EO-8555,1666,8,,,2021-05-10T14:30:37.175,,,2021-05-10T14:30:37.175,2021-05-10T14:30:37.175
1643,EO-8559,1667,8,,,2021-05-11T11:52:09.982,,9410808205497154136630,2021-05-11T11:52:09.982,2021-05-11T11:52:09.982
1644,EO-8547,1668,8,,,2021-05-11T11:52:59.090,,95055140211111265615,2021-05-11T11:52:59.090,2021-05-11T11:52:59.090
1647,EO-8531,1666,8,,,2021-05-12T09:16:15.911,,,2021-05-12T09:16:15.911,2021-05-12T09:16:15.911
1648,EO-8449,1388,8,,,2021-05-12T09:17:25.050,,773604445713,2021-05-12T09:17:25.050,2021-05-12T09:17:25.050
1649,786773430183,1669,8,,,2021-05-12T09:21:03.906,,,2021-05-12T09:21:03.906,2021-05-12T09:21:03.906
1650,EO-8447,1444,8,,,2021-05-12T12:02:33.300,,,2021-05-12T12:02:33.300,2021-05-12T12:02:33.300
1651,TRK-9410808205497148017594,1478,8,,,2021-05-13T09:39:07.836,,,2021-05-13T09:39:07.836,2021-05-13T09:39:07.836
1652,EO-8536,1388,8,,,2021-05-17T17:04:54.873,,,2021-05-17T17:04:54.873,2021-05-17T17:04:54.873
1653,EO-8569,1547,8,,,2021-05-18T10:16:10.255,,,2021-05-18T10:16:10.255,2021-05-18T10:16:10.255
1656,EO-8568,724,8,,,2021-05-18T10:20:57.499,,,2021-05-18T10:20:57.499,2021-05-18T10:20:57.499
1657,EO-8549,1457,10,,,2021-05-18T12:49:39.893,,,2021-05-18T12:49:39.893,2021-05-18T12:49:39.893
1660,EO-8571,61,8,,,2021-05-18T13:41:29.603,,,2021-05-18T13:41:29.603,2021-05-18T13:41:29.603
1661,EO-8560,1670,10,,,2021-05-19T13:07:44.630,,pulled from DL380 G10,2021-05-19T13:07:44.630,2021-05-19T13:07:44.630
1666,EO-8567,1362,10,,,2021-05-19T13:25:00.288,,,2021-05-19T13:25:00.288,2021-05-19T13:25:00.288
1670,EO-8556,1457,10,,,2021-05-20T11:04:55.453,,,2021-05-20T11:04:55.453,2021-05-20T11:04:55.453
1673,EO-8533,1457,10,,,2021-05-21T14:11:30.175,,,2021-05-21T14:11:30.175,2021-05-21T14:11:30.175
1674,EO-8578,1672,8,,,2021-05-24T10:06:34.168,,,2021-05-24T10:06:34.168,2021-05-24T10:06:34.168
1675,RMA-BGM5122021,1673,8,,,2021-05-24T10:59:37.562,,,2021-05-24T10:59:37.562,2021-05-24T10:59:37.562
1676,EO-8580,1674,8,,,2021-05-24T14:54:50.219,,,2021-05-24T14:54:50.219,2021-05-24T14:54:50.219
1677,EO-8585,1675,8,,,2021-05-24T14:55:26.177,,,2021-05-24T14:55:26.177,2021-05-24T14:55:26.177
1678,EO-8582,1676,8,,,2021-05-24T14:56:04.831,,,2021-05-24T14:56:04.831,2021-05-24T14:56:04.831
1679,EO-8565,1388,8,,,2021-05-24T14:57:30.371,,,2021-05-24T14:57:30.371,2021-05-24T14:57:30.371
1680,EO-8563,1388,8,,,2021-05-24T14:57:45.002,,,2021-05-24T14:57:45.002,2021-05-24T14:57:45.002
1681,EO-8557,1388,8,,,2021-05-24T14:58:14.529,,,2021-05-24T14:58:14.529,2021-05-24T14:58:14.529
1682,TRK-1z614av40299063329,1677,8,,,2021-05-24T15:00:15.379,,,2021-05-24T15:00:15.379,2021-05-24T15:00:15.379
1687,EO-8573,1595,8,,,2021-05-25T10:54:16.099,,,2021-05-25T10:54:16.099,2021-05-25T10:54:16.099
1688,EO-8570,1678,8,,,2021-05-25T10:55:00.929,,,2021-05-25T10:55:00.929,2021-05-25T10:55:00.929
1696,EO-8586,1478,8,,,2021-05-26T11:51:33.289,,787490630021,2021-05-26T11:51:33.289,2021-05-26T11:51:33.289
1699,EO-8581,1478,10,,,2021-05-26T16:33:19.329,,787280949190,2021-05-26T16:33:19.329,2021-05-26T16:33:19.329
1700,EO-8577,1362,10,,,2021-05-27T12:07:28.440,,,2021-05-27T12:07:28.440,2021-05-27T12:07:28.440
1704,EO-8574,92,8,,,2021-05-27T12:29:29.633,,,2021-05-27T12:29:29.633,2021-05-27T12:29:29.633
1705,EO-8575,724,8,,,2021-05-27T12:29:48.455,,,2021-05-27T12:29:48.455,2021-05-27T12:29:48.455
1706,EO-8540,1444,8,,,2021-05-27T12:36:02.282,,,2021-05-27T12:36:02.282,2021-05-27T12:36:02.282
1710,EO-8600,1679,8,,,2021-05-28T09:27:42.310,,,2021-05-28T09:27:42.310,2021-05-28T09:27:42.310
1713,EO-8605,1680,8,,,2021-05-28T09:29:21.473,,,2021-05-28T09:29:21.473,2021-05-28T09:29:21.473
1714,EO-8596,1681,8,,,2021-05-28T09:29:37.185,,941808205496766284043,2021-05-28T09:29:37.185,2021-05-28T09:29:37.185
1716,EO-8603,1683,8,,,2021-05-28T12:11:22.363,,,2021-05-28T12:11:22.363,2021-05-28T12:11:22.363
1718,EO-8584,1684,8,,,2021-05-28T12:43:49.445,,P00323-S01 ,2021-05-28T12:43:49.445,2021-05-28T12:43:49.445
1725,EO-8558,1362,8,,,2021-05-28T15:25:02.134,,,2021-05-28T15:25:02.134,2021-05-28T15:25:02.134
1726,EO-8614,492,8,,,2021-06-01T12:11:48.925,,,2021-06-01T12:11:48.925,2021-06-01T12:11:48.925
1727,EO-8617,680,8,,,2021-06-01T12:11:58.701,,,2021-06-01T12:11:58.701,2021-06-01T12:11:58.701
1728,EO-8608,1365,8,,,2021-06-01T13:43:58.119,,,2021-06-01T13:43:58.119,2021-06-01T13:43:58.119
1729,EO-8598,1685,8,,,2021-06-01T13:44:58.196,,,2021-06-01T13:44:58.196,2021-06-01T13:44:58.196
1733,EO-8604,1686,8,,,2021-06-01T14:12:42.434,,Missing Transistor on back,2021-06-01T14:12:42.434,2021-06-01T14:12:42.434
1734,EO-8595,1687,8,,,2021-06-01T14:13:19.497,,,2021-06-01T14:13:19.497,2021-06-01T14:13:19.497
1735,EO-8594,1529,8,,,2021-06-01T14:13:54.536,,,2021-06-01T14:13:54.536,2021-06-01T14:13:54.536
1736,EO-8615,1688,8,,,2021-06-01T14:15:37.107,,,2021-06-01T14:15:37.107,2021-06-01T14:15:37.107
1737,EO-8593,1689,10,,,2021-06-01T14:24:14.354,,,2021-06-01T14:24:14.354,2021-06-01T14:24:14.354
1739,EO-8597,1690,8,,,2021-06-01T14:44:06.017,,,2021-06-01T14:44:06.017,2021-06-01T14:44:06.017
1740,EO-8626,1691,10,,,2021-06-01T14:57:33.421,,,2021-06-01T14:57:33.421,2021-06-01T14:57:33.421
1742,RMA-BGM5272021,1692,8,,,2021-06-02T12:43:33.831,,,2021-06-02T12:43:33.831,2021-06-02T12:43:33.831
1743,EO-8590,1595,10,,,2021-06-02T14:32:06.644,,,2021-06-02T14:32:06.644,2021-06-02T14:32:06.644
1744,EO-8613,1693,10,,,2021-06-03T15:04:10.312,,Xeon-S 4214,2021-06-03T15:04:10.312,2021-06-03T15:04:10.312
1745,EO-8612,1693,10,,,2021-06-03T15:05:09.711,,Xeon-G 5218,2021-06-03T15:05:09.711,2021-06-03T15:05:09.711
1746,EO-8623,1694,8,,,2021-06-04T09:26:15.157,,9410808205497230987002,2021-06-04T09:26:15.157,2021-06-04T09:26:15.157
1747,EO-8625,1695,8,,,2021-06-04T09:27:05.618,,1ZY7923Y0392001011,2021-06-04T09:27:05.618,2021-06-04T09:27:05.618
1748,EO-8616,1696,8,,,2021-06-04T09:27:49.862,,1Z14V39A18196812,2021-06-04T09:27:49.862,2021-06-04T09:27:49.862
1749,EO-8606,1697,8,,,2021-06-04T10:06:20.827,,,2021-06-04T10:06:20.827,2021-06-04T10:06:20.827
1750,EO-8629,1698,8,,,2021-06-04T11:37:33.814,,1Z18W6854297850457,2021-06-04T11:37:33.814,2021-06-04T11:37:33.814
1760,EO-8630,1699,8,,,2021-06-04T11:50:55.741,,1Z14V39A3609415372,2021-06-04T11:50:55.741,2021-06-04T11:50:55.741
1761,EO-8618,1700,10,,,2021-06-04T15:45:20.336,,,2021-06-04T15:45:20.336,2021-06-04T15:45:20.336
1764,EO-8588,1362,10,,,2021-06-04T17:17:07.884,,,2021-06-04T17:17:07.884,2021-06-04T17:17:07.884
1765,EO-8610,92,8,,,2021-06-07T09:01:50.179,,,2021-06-07T09:01:50.179,2021-06-07T09:01:50.179
1766,EO-8599,1701,10,,,2021-06-07T12:39:44.824,,,2021-06-07T12:39:44.824,2021-06-07T12:39:44.824
1770,EO-8591,1362,8,,,2021-06-07T13:09:33.224,,NO I/O Modules,2021-06-07T13:09:33.224,2021-06-07T13:09:33.224
1771,EO-8635,1702,8,,,2021-06-07T13:12:23.368,,,2021-06-07T13:12:23.368,2021-06-07T13:12:23.368
1786,EO-8631,1703,8,,,2021-06-07T13:54:06.115,,9405508205496792936142,2021-06-07T13:54:06.115,2021-06-07T13:54:06.115
1788,EO-8579,1388,8,,,2021-06-07T14:01:59.048,,,2021-06-07T14:01:59.048,2021-06-07T14:01:59.048
1791,EO-8636,1487,8,,,2021-06-07T14:04:14.682,,,2021-06-07T14:04:14.682,2021-06-07T14:04:14.682
1794,EO-787908754705,1705,8,,,2021-06-07T14:23:48.606,,,2021-06-07T14:23:48.606,2021-06-07T14:23:48.606
1795,EO-8647,1706,10,,,2021-06-08T12:14:19.905,,,2021-06-08T12:14:19.905,2021-06-08T12:14:19.905
1796,EO-8637,1599,10,,,2021-06-08T12:36:10.468,,,2021-06-08T12:36:10.468,2021-06-08T12:36:10.468
1797,EO-8627,1707,10,,,2021-06-08T12:40:45.248,,,2021-06-08T12:40:45.248,2021-06-08T12:40:45.248
1802,EO-8572,1362,8,,,2021-06-08T12:55:43.286,,,2021-06-08T12:55:43.286,2021-06-08T12:55:43.286
1803,EO-8651,1708,8,,,2021-06-09T10:53:44.955,,Already sold,2021-06-09T10:53:44.955,2021-06-09T10:53:44.955
1804,RMA BGM4282021,1709,8,,,2021-06-09T12:59:00.876,,Wrong Item Shipped,2021-06-09T12:59:00.876,2021-06-09T12:59:00.876
1805,EO-8607,1362,8,,,2021-06-09T12:59:36.315,,,2021-06-09T12:59:36.315,2021-06-09T12:59:36.315
1807,EO-8622,1710,8,,,2021-06-10T10:56:47.599,,,2021-06-10T10:56:47.599,2021-06-10T10:56:47.599
1815,EO-8621,1711,8,,,2021-06-10T11:09:00.616,,,2021-06-10T11:09:00.616,2021-06-10T11:09:00.616
1822,EO-8620,1712,8,,,2021-06-10T11:14:34.939,,787737512277,2021-06-10T11:14:34.939,2021-06-10T11:14:34.939
1828,EO-8589,1388,8,,,2021-06-10T13:28:06.319,,,2021-06-10T13:28:06.319,2021-06-10T13:28:06.319
1830,EO-8583,1388,8,,,2021-06-10T13:44:45.831,,,2021-06-10T13:44:45.831,2021-06-10T13:44:45.831
1831,EO-8653,1512,8,,,2021-06-11T14:42:15.999,,508592662861,2021-06-11T14:42:15.999,2021-06-11T14:42:15.999
1832,EO-8650,1708,8,,,2021-06-11T14:43:48.073,,,2021-06-11T14:43:48.073,2021-06-11T14:43:48.073
1833,EO-8649,1401,8,,,2021-06-11T14:44:17.103,,,2021-06-11T14:44:17.103,2021-06-11T14:44:17.103
1834,EO-8652,1713,8,,,2021-06-14T09:15:53.345,,,2021-06-14T09:15:53.345,2021-06-14T09:15:53.345
1835,EO-8634,1714,8,,,2021-06-14T11:38:45.802,,9410808205497240998371,2021-06-14T11:38:45.802,2021-06-14T11:38:45.802
1836,EO-8663,1715,8,,,2021-06-14T12:35:11.795,,773975087396,2021-06-14T12:35:11.795,2021-06-14T12:35:11.795
1838,EO-8659,1716,8,,,2021-06-15T12:01:19.115,,94073118992239813755 84,2021-06-15T12:01:19.115,2021-06-15T12:01:19.115
1839,RMA5184488350,1717,8,,,2021-06-15T12:02:32.120,,9302020585600061384594,2021-06-15T12:02:32.120,2021-06-15T12:02:32.120
1840,EO-8658,1718,8,,,2021-06-15T12:04:45.890,,9407311899223981344511,2021-06-15T12:04:45.890,2021-06-15T12:04:45.890
1841,EO-8661,1719,8,,,2021-06-15T12:06:32.324,,9410808205497266837470,2021-06-15T12:06:32.324,2021-06-15T12:06:32.324
1842,EO-8666,1720,8,,,2021-06-15T12:08:30.555,,9410808205497275990951,2021-06-15T12:08:30.555,2021-06-15T12:08:30.555
1843,EO-8660,1721,8,,,2021-06-15T14:08:34.049,,773979998224,2021-06-15T14:08:34.049,2021-06-15T14:08:34.049
1844,EO-8670,61,8,,,2021-06-15T14:11:27.450,,,2021-06-15T14:11:27.450,2021-06-15T14:11:27.450
1845,EO-8656,1487,8,,,2021-06-15T14:11:52.504,,,2021-06-15T14:11:52.504,2021-06-15T14:11:52.504
1848,EO-8665,1722,8,,,2021-06-15T14:24:08.186,,EJ86272005US,2021-06-15T14:24:08.186,2021-06-15T14:24:08.186
1849,EO-8664,1722,8,,,2021-06-15T14:24:35.073,,EJ86272005US,2021-06-15T14:24:35.073,2021-06-15T14:24:35.073
1850,EO-8611,92,8,,,2021-06-16T10:50:28.036,,,2021-06-16T10:50:28.036,2021-06-16T10:50:28.036
1851,EO-8638,1487,8,,,2021-06-16T10:52:24.990,,,2021-06-16T10:52:24.990,2021-06-16T10:52:24.990
1853,EO-8674,1399,8,,,2021-06-16T10:54:37.320,,,2021-06-16T10:54:37.320,2021-06-16T10:54:37.320
1863,EO-8644,1362,8,,,2021-06-16T13:30:26.042,,,2021-06-16T13:30:26.042,2021-06-16T13:30:26.042
1864,EO-8673,738,8,,,2021-06-16T14:47:10.365,,,2021-06-16T14:47:10.365,2021-06-16T14:47:10.365
1865,EO-8675,1547,8,,,2021-06-16T15:50:58.965,,,2021-06-16T15:50:58.965,2021-06-16T15:50:58.965
1866,EO-8538,1362,8,,,2021-06-16T17:08:25.577,,,2021-06-16T17:08:25.577,2021-06-16T17:08:25.577
1867,RMA-14851,1723,8,,,2021-06-17T13:49:05.139,,,2021-06-17T13:49:05.139,2021-06-17T13:49:05.139
1868,EO-8648,1362,8,,,2021-06-17T14:07:10.135,,,2021-06-17T14:07:10.135,2021-06-17T14:07:10.135
1877,EO-8678,61,10,,,2021-06-17T14:12:14.431,,,2021-06-17T14:12:14.431,2021-06-17T14:12:14.431
1878,EO-8681,61,8,,,2021-06-17T14:12:36.146,,,2021-06-17T14:12:36.146,2021-06-17T14:12:36.146
1879,EO-8676,1487,8,,,2021-06-17T14:12:56.041,,,2021-06-17T14:12:56.041,2021-06-17T14:12:56.041
1882,EO-8683,1399,8,,,2021-06-18T10:20:35.251,,,2021-06-18T10:20:35.251,2021-06-18T10:20:35.251
1886,EO-8686,281,8,,,2021-06-18T10:54:39.322,,,2021-06-18T10:54:39.322,2021-06-18T10:54:39.322
1888,RMA-14870,755,8,,,2021-06-18T13:13:27.446,,Module Fail,2021-06-18T13:13:27.446,2021-06-18T13:13:27.446
1889,EO-8690,266,8,,,2021-06-18T16:05:02.359,,,2021-06-18T16:05:02.359,2021-06-18T16:05:02.359
1890,EO-8672,1365,8,,,2021-06-21T10:25:11.428,,,2021-06-21T10:25:11.428,2021-06-21T10:25:11.428
1891,EO-8671,1365,8,,,2021-06-21T10:27:36.782,,,2021-06-21T10:27:36.782,2021-06-21T10:27:36.782
1892,EO-8689,1724,8,,,2021-06-21T11:10:44.697,,1Z6887020365939640,2021-06-21T11:10:44.697,2021-06-21T11:10:44.697
1893,EO-8687,1399,10,,,2021-06-21T11:11:34.669,,,2021-06-21T11:11:34.669,2021-06-21T11:11:34.669
1895,EO-8654,1444,8,,,2021-06-21T14:52:47.631,,Damaged Box,2021-06-21T14:52:47.631,2021-06-21T14:52:47.631
1900,EO-8694,1725,8,,,2021-06-21T15:27:54.838,,950516214171168572170,2021-06-21T15:27:54.838,2021-06-21T15:27:54.838
1902,EO-8685,1595,8,,,2021-06-22T12:25:46.346,,,2021-06-22T12:25:46.346,2021-06-22T12:25:46.346
1903,RMA-14868,1726,8,,,2021-06-23T10:16:17.444,,,2021-06-23T10:16:17.444,2021-06-23T10:16:17.444
1904,EO-8699,1399,8,,,2021-06-23T11:42:54.948,,,2021-06-23T11:42:54.948,2021-06-23T11:42:54.948
1906,EO-8655,1457,10,,,2021-06-23T14:10:11.908,,,2021-06-23T14:10:11.908,2021-06-23T14:10:11.908
1908,EO-8662,1457,10,,,2021-06-23T14:11:03.467,,,2021-06-23T14:11:03.467,2021-06-23T14:11:03.467
1910,EO-8684,1727,8,,,2021-06-23T14:14:28.898,,28051263693,2021-06-23T14:14:28.898,2021-06-23T14:14:28.898
1911,EO-8682,1362,8,,,2021-06-23T14:14:51.017,,,2021-06-23T14:14:51.017,2021-06-23T14:14:51.017
1912,EO-8692,1728,8,,,2021-06-23T14:15:34.735,,9410808205497320097086,2021-06-23T14:15:34.735,2021-06-23T14:15:34.735
1913,EO-8693,1728,8,,,2021-06-23T14:15:54.223,,9410808205497320113731,2021-06-23T14:15:54.223,2021-06-23T14:15:54.223
1915,EO-8697,1729,10,,,2021-06-23T15:40:23.107,,,2021-06-23T15:40:23.107,2021-06-23T15:40:23.107
1916,EO-8701,61,10,,,2021-06-24T12:50:08.212,,,2021-06-24T12:50:08.212,2021-06-24T12:50:08.212
1917,EO-8619,1457,10,,,2021-06-24T13:38:35.435,,,2021-06-24T13:38:35.435,2021-06-24T13:38:35.435
1924,EO-8624,1457,10,,,2021-06-24T14:06:08.612,,,2021-06-24T14:06:08.612,2021-06-24T14:06:08.612
1928,EO-8628,1457,10,,,2021-06-24T14:10:34.293,,,2021-06-24T14:10:34.293,2021-06-24T14:10:34.293
1933,EO-8646,1457,10,,,2021-06-24T14:17:02.978,,,2021-06-24T14:17:02.978,2021-06-24T14:17:02.978
1940,EO-8696,1679,8,,,2021-06-24T14:58:21.618,,,2021-06-24T14:58:21.618,2021-06-24T14:58:21.618
1943,EO-8554,1388,8,,,2021-06-25T12:06:04.421,,,2021-06-25T12:06:04.421,2021-06-25T12:06:04.421
1959,EO-8669,1388,8,,,2021-06-25T15:01:25.994,,,2021-06-25T15:01:25.994,2021-06-25T15:01:25.994
1961,EO-8698,1365,8,,,2021-06-29T12:44:57.412,,,2021-06-29T12:44:57.412,2021-06-29T12:44:57.412
1967,EO-8706,1730,10,,,2021-06-29T14:13:47.823,,,2021-06-29T14:13:47.823,2021-06-29T14:13:47.823
1968,EO-8707,1496,10,,,2021-06-29T14:14:07.758,,HAS both brackets,2021-06-29T14:14:07.758,2021-06-29T14:14:07.758
1975,RMA-14801,1731,8,,,2021-06-30T12:04:49.844,,returned cosmetic damage,2021-06-30T12:04:49.844,2021-06-30T12:04:49.844
1976,EO-8716,1732,8,,,2021-06-30T13:06:10.455,,1Z14VA0233283961,2021-06-30T13:06:10.455,2021-06-30T13:06:10.455
1977,EO-8715,1732,8,,,2021-06-30T13:06:50.557,,1Z14V39A0216194018,2021-06-30T13:06:50.557,2021-06-30T13:06:50.557
1978,EO-8710,1732,8,,,2021-06-30T13:07:22.147,,1Z14VV39A0208720795,2021-06-30T13:07:22.147,2021-06-30T13:07:22.147
1979,EO-8711,1733,8,,,2021-06-30T13:07:52.794,,1Z0XF5943501346684,2021-06-30T13:07:52.794,2021-06-30T13:07:52.794
1980,EO-8712,1595,8,,,2021-06-30T13:15:39.093,,,2021-06-30T13:15:39.093,2021-06-30T13:15:39.093
1982,EO-8705,1365,8,,,2021-06-30T13:18:23.653,,,2021-06-30T13:18:23.653,2021-06-30T13:18:23.653
1983,EO-8668,1362,8,,,2021-07-01T11:47:35.915,,,2021-07-01T11:47:35.915,2021-07-01T11:47:35.915
1984,EO-8708,1734,8,,,2021-07-02T15:37:58.444,,,2021-07-02T15:37:58.444,2021-07-02T15:37:58.444
1985,EO-8709,1735,8,,,2021-07-02T15:39:25.593,,,2021-07-02T15:39:25.593,2021-07-02T15:39:25.593
1986,EO-8679,1388,8,,,2021-07-06T11:15:41.422,,,2021-07-06T11:15:41.422,2021-07-06T11:15:41.422
1992,EO-8700,1388,8,,,2021-07-06T12:30:41.969,,,2021-07-06T12:30:41.969,2021-07-06T12:30:41.969
1996,RMA-14812,1736,10,,,2021-07-06T12:50:21.740,,,2021-07-06T12:50:21.740,2021-07-06T12:50:21.740
1997,EO-8721,1737,10,,,2021-07-06T12:50:46.883,,,2021-07-06T12:50:46.883,2021-07-06T12:50:46.883
1998,EO-8719,1638,8,,,2021-07-06T15:10:31.720,,,2021-07-06T15:10:31.720,2021-07-06T15:10:31.720
2001,EO-8695,1388,8,,,2021-07-07T13:03:12.838,,,2021-07-07T13:03:12.838,2021-07-07T13:03:12.838
2003,EO-8727,1444,8,,,2021-07-08T11:04:40.883,,,2021-07-08T11:04:40.883,2021-07-08T11:04:40.883
2004,EO-8730,1738,8,,,2021-07-08T11:05:42.334,,,2021-07-08T11:05:42.334,2021-07-08T11:05:42.334
2005,EO-8723,1365,8,,,2021-07-08T12:50:03.362,,,2021-07-08T12:50:03.362,2021-07-08T12:50:03.362
2010,EO-8729,1739,8,,,2021-07-08T12:58:59.185,,1Z 947 EW8 03 7584 2610,2021-07-08T12:58:59.185,2021-07-08T12:58:59.185
2011,EO-8717,1476,8,,,2021-07-08T17:00:09.557,,,2021-07-08T17:00:09.557,2021-07-08T17:00:09.557
2032,EO-8733,1737,8,,,2021-07-08T18:25:08.918,,28112671277,2021-07-08T18:25:08.918,2021-07-08T18:25:08.918
2038,EO-8691,1388,8,,,2021-07-09T14:56:53.422,,,2021-07-09T14:56:53.422,2021-07-09T14:56:53.422
